X16	X21	X19	X4	X3	X5	X15	X9	X12	X24	X6	X17	X13	X8	X1	X22	X11	X2	X18	X20	X7	X10	X25	X23	X14
-0.2211	0.6500	-2.5627	0.2665	-0.4710	-0.9848	1.8925	1.9745	1.4515	-3.1898	-2.4368	-0.5674	-0.7926	0.5934	-0.6985	-3.1641	-1.5791	-0.9196	-1.3000	-0.1468	0.8673	3.1564	2.7162	-1.0617	-0.4316
0.4040	1.8676	-2.1523	-0.5993	2.1706	1.8545	-0.3787	2.0080	-0.8776	-0.0159	-1.1231	-1.9101	-1.2325	-1.5532	0.3340	-2.6301	-1.2182	1.1586	1.0772	1.2987	0.0988	-2.2944	2.3017	2.8958	0.0636
0.9395	0.1969	-1.5937	-0.3016	0.8007	0.4065	0.7986	0.1391	-1.6382	0.5814	1.0921	-1.0803	0.4426	1.5554	-0.9665	2.5295	0.4324	0.9261	0.3315	1.3806	-0.6456	-0.0353	-0.3971	0.3485	2.3753
0.3286	1.5501	1.4370	0.2323	-1.9606	1.0882	-0.0879	2.3832	-2.1392	0.3885	2.9051	-1.2828	0.3222	-1.3932	-2.5137	-2.7028	0.8408	1.1957	1.2313	0.7242	-0.3753	-0.7905	2.3274	0.1619	-0.8718
-0.4248	0.8215	1.4283	-1.0384	-0.5305	-0.0941	-0.2757	-0.0136	0.3008	0.6907	-0.7508	-0.5879	-1.0058	0.2827	3.0233	0.4820	1.2238	0.9061	-2.3817	-1.1415	0.2910	-2.0186	2.0631	-0.0903	2.5027
-0.1296	-1.5388	1.3133	0.8644	0.1751	1.4811	0.1076	0.1229	1.1211	0.9368	-2.0095	1.1126	0.6577	-0.9486	-2.4312	1.8444	0.2554	0.1971	-1.7531	-1.0737	-0.7430	-0.4916	-0.2228	0.0982	-2.8085
-0.5715	0.3216	-0.6535	-1.6023	0.7190	2.0321	0.5279	0.4861	3.1803	-1.8344	-0.5770	1.0178	-0.7203	0.3446	2.8948	-2.2140	-0.4812	0.3728	-0.3078	0.0143	2.4340	-0.6869	-1.0077	-0.7145	-0.6455
-1.5286	0.4103	-1.8719	0.6404	0.2842	0.5695	3.0972	-1.3435	-0.0477	0.1123	1.5645	1.0541	0.3991	2.1112	-2.3635	1.6530	-0.1422	-2.3395	-1.1044	-0.3652	-2.3993	0.9845	-1.7276	-0.9534	-2.6971
-0.3893	1.9041	-1.7982	1.3438	-0.1891	2.1293	-0.3675	3.4296	0.3913	-1.9114	-1.8124	0.5906	-1.2743	-2.3500	0.6021	0.5818	-1.8015	-1.6619	2.4045	0.2606	0.7480	0.6843	0.9589	-0.5367	1.5803
0.0892	-0.7468	-0.7235	0.2135	-2.7352	-3.8156	-0.6365	-0.1709	-3.8334	-1.0249	0.4111	-0.2882	-1.1794	1.3843	0.2571	-1.2075	-0.9366	-1.2378	-0.3938	0.7587	2.4958	0.4560	2.7451	0.6629	-0.0171
2.1936	0.6680	-0.2989	0.9899	0.6421	-2.9143	-2.9103	-0.1822	-1.8661	-0.6567	0.1495	-0.6623	-0.2456	0.4692	0.7110	-1.2418	2.8627	-3.7289	-1.7429	0.4301	0.2769	-0.7737	-1.3007	0.2397	-0.1515
-1.0588	-0.2875	-0.6600	0.1687	2.3449	2.6777	0.8287	-0.8838	1.0658	-1.5886	0.5236	0.9418	0.4292	2.7058	-0.8782	0.0373	1.6041	-1.8697	-1.4118	0.3137	-1.9440	-2.6469	-0.3394	1.1102	-0.6694
2.0790	-3.3882	-0.6951	1.1797	-2.5720	-2.6358	1.6554	-1.6437	-2.1638	3.4308	2.9072	-2.0432	1.2986	1.4080	-3.7902	0.9613	2.1737	-2.1342	-1.7184	0.0461	-1.9135	-2.6215	-0.7548	-3.0164	3.4362
1.4542	-1.4821	-2.3663	-0.4275	1.1598	1.7190	1.2743	-0.7203	-0.6245	0.3198	1.5218	1.3942	-1.4210	-0.4724	1.0583	-0.3572	-0.6911	1.4974	-0.3044	-0.9438	-2.6507	3.0512	0.8155	0.1678	1.7240
-0.3161	-1.1325	-2.8501	-1.2784	0.7147	-2.2610	2.0611	-0.3916	-0.2443	-0.1458	-0.3869	-1.3393	0.4319	1.6015	-0.8248	-0.9148	-1.1023	-1.4914	-0.8105	-0.2636	-0.5226	0.4518	2.3340	-1.5711	0.0180
1.3362	0.3838	-1.0990	0.2059	-4.1257	-1.7714	-1.6423	-1.6246	0.2728	1.7433	1.5111	1.4996	-0.9507	0.2682	0.7271	4.7754	-1.4980	-3.4304	-0.1222	0.4415	-0.7194	-2.5646	-0.5865	-3.4701	0.7670
-0.4296	-0.7362	1.1618	1.0980	-0.9306	-4.2177	-1.7778	-0.6475	-1.7777	0.4426	-0.7040	0.9436	-0.1742	4.5321	-0.1365	1.1663	-2.4553	-0.7631	1.1451	-1.2358	-1.7801	-0.6877	-1.0887	3.0538	-1.6319
-0.4860	0.9894	-0.2661	-1.4838	1.1553	2.2847	0.1900	1.9688	0.8318	-0.1820	-2.6206	0.0537	0.8010	-3.7445	-0.6494	-0.9257	-1.0720	1.4967	-0.2357	-0.3047	0.1515	0.6580	-0.1263	-2.5328	2.6271
0.3580	0.3686	-0.5194	-1.1359	1.4629	-0.5971	-1.2502	2.8872	-0.0398	-1.2604	-4.8358	1.2971	0.0218	-3.7125	2.0498	-2.6475	-1.7089	2.4597	1.1560	0.7872	4.3883	1.6964	2.1488	2.8528	-1.5621
0.5082	1.9228	0.0028	-0.1189	-3.8822	-1.3428	-0.3996	-3.0783	2.8967	1.3445	0.9018	1.3969	-1.3397	-0.7642	-2.5345	2.3320	1.2723	-4.4141	-0.1993	-0.8373	0.7320	0.9969	-3.2840	0.9912	-0.2616
-0.7375	-2.3556	-1.1199	-2.8444	1.7300	3.0198	1.4247	-1.7975	1.3081	-0.1548	3.6349	-1.6003	1.0075	3.7264	-1.0435	1.9590	1.6508	-0.3455	-0.8874	0.9318	-1.5802	-2.0231	-2.3741	-0.2749	-0.9501
1.1045	-0.5010	0.3932	1.3643	1.0639	-0.5708	1.8563	-0.5204	1.7958	1.2685	-2.0686	1.3877	2.0244	1.1704	-0.4521	-1.3708	-1.8951	0.5784	-0.9975	-0.2486	-0.3738	1.0292	-2.3686	-0.8857	2.5659
-2.0110	-0.9482	-1.0545	-0.9070	2.1342	5.3220	1.1348	1.2832	-0.6663	0.4535	-1.0150	-0.4649	1.3400	-0.9225	-1.6016	-1.0345	1.0199	1.0304	0.5993	0.9905	-0.3318	-0.7367	1.9575	2.6200	0.3036
-0.7754	-0.0356	0.2312	-0.8720	1.0944	-1.7701	-2.0536	-0.5902	0.4817	-0.7474	0.4909	0.7865	0.3507	-3.3286	0.2247	-0.4958	-1.6853	0.4418	0.3550	-0.3328	-2.3815	-1.0775	-0.5055	-0.5685	-0.2906
-0.2835	-0.7453	0.2760	-0.6918	-2.1306	0.6959	1.2034	0.9809	0.8683	2.4976	1.1974	-0.0209	-0.4822	0.5412	0.8719	1.9710	-1.4096	-0.0407	-0.8013	-0.1528	0.5591	-1.6437	-1.8781	0.1354	0.3608
-1.4172	-1.3176	-0.9911	-0.1899	0.0208	1.1553	-0.1962	-2.4395	0.7910	1.1262	3.0466	-0.8522	-0.6620	2.4737	-2.2254	2.4712	0.6299	0.7820	0.8199	0.0514	-2.0317	-2.6050	-1.0178	-1.2960	1.9057
-0.1096	-1.8111	-0.9831	-0.0598	-0.4730	0.1729	1.3429	1.4006	-1.0214	-0.3307	1.1131	1.1476	0.5000	3.5792	-0.1535	3.1278	1.4517	-1.9351	0.6867	2.9572	-2.2780	-1.8821	1.0486	-1.1832	0.9206
-0.8311	0.3864	0.2364	-0.2342	-1.1151	1.1683	-2.4328	-1.1225	0.3016	-0.4472	3.0003	1.4833	1.3424	1.5104	2.2288	1.4208	0.4636	1.9021	1.6623	0.4296	-2.2269	-2.7017	-0.6446	-3.2034	1.0607
-0.2990	1.3364	-1.1254	0.2944	1.3705	0.5010	1.1531	1.5597	1.2305	0.8041	-3.5671	-0.1660	1.1556	1.4492	0.8475	-0.7804	-0.0144	1.2852	-0.6489	-2.3013	0.7795	0.1335	-0.8889	-1.0859	1.5830
1.0413	-3.2543	0.3955	-0.2637	-0.5082	2.8261	1.6466	-2.3828	-0.4299	-0.1512	3.0456	-1.9815	1.1579	0.6425	-1.2779	0.8256	0.8170	2.0767	0.7134	-0.1889	-0.3161	-1.3583	-0.0435	2.0779	0.2365
-0.0890	-0.5372	0.0060	1.4591	-5.0784	-3.6121	-0.8264	-0.8412	-0.3512	1.3720	1.8500	-0.0895	-1.7047	0.8075	-1.0378	-0.8772	-0.7553	-1.6050	2.0252	3.6129	1.4023	-3.5152	0.8577	2.4337	-2.4041
-1.9601	0.2888	1.3888	-1.4561	-3.0375	-0.6402	-1.5695	-1.0480	-2.0609	1.3531	0.9950	1.0986	0.9872	4.1220	0.7850	1.0029	0.4855	-0.7794	-0.1519	1.3534	-1.0242	-0.7298	-2.1779	-2.1636	0.2991
-0.3054	-1.0962	-0.7620	0.9833	0.8321	2.9303	-0.0012	-1.0458	0.0941	0.2772	-1.7277	2.7396	0.8928	-1.4935	0.6229	-0.2039	1.7827	1.8921	2.8582	2.4083	2.1024	-0.8476	0.8278	-1.1784	0.2039
1.4429	-1.9765	0.6508	0.6826	1.0099	-1.8260	-2.8857	-3.1909	-0.3558	1.4408	2.1446	1.9049	-1.0704	4.9110	1.0768	1.6910	0.6029	-1.5057	-0.1121	0.7690	-3.3260	-1.1121	-2.7625	-0.0160	-1.4717
0.0618	0.1226	-1.1882	2.2516	0.2321	0.4815	0.1684	1.8201	1.4408	0.0777	-0.8684	2.0848	1.0366	1.3190	3.4048	-0.7097	1.9001	1.0426	-0.2122	-0.5828	2.5757	-1.4716	0.0107	-0.2410	0.6992
1.7503	-1.4200	-0.9524	0.2993	-1.4319	-2.9389	1.5993	-4.0729	2.0770	2.4118	4.8506	2.4455	0.6685	4.6531	-0.6207	3.1523	2.5748	1.0146	-1.9047	-2.1052	-6.8103	-3.0518	-5.2785	-1.2412	1.5175
0.1475	0.2441	-0.2719	0.9612	-1.3274	-0.9999	0.7907	-1.1766	-0.1165	-2.3603	-0.1770	-2.3377	0.1959	-0.3042	0.0423	-3.4935	0.4515	-3.9649	-0.2068	-0.2832	-2.3186	0.7185	-0.8174	-1.1219	-1.2053
1.3106	-0.6303	-0.3558	0.7963	-0.1933	-2.6976	1.3884	-1.0717	2.3102	-0.0084	-3.8557	2.1181	1.1165	-0.6759	0.9932	-3.1089	-2.1761	-2.1301	0.7873	1.5210	2.9543	0.3209	0.7796	1.6904	2.2834
1.2731	-0.0453	1.2439	-0.5295	-1.3399	-0.9418	0.2204	1.9176	-1.3978	-2.8182	-2.2137	-0.3717	-0.6155	-0.6496	-2.9798	-3.6091	1.7490	-0.1006	0.1339	-0.4340	1.0874	-1.1543	1.2368	-1.0386	-1.2630
1.1145	-1.0391	-1.8755	0.0708	0.2707	-1.0966	1.8175	-0.2985	-1.9021	1.2098	0.7440	-1.8449	1.6921	-1.1297	-1.0435	-0.2848	1.9390	1.3313	-0.9656	-0.6796	-0.4562	0.8227	2.1329	0.1856	0.6763
0.7139	0.4537	3.0936	-1.4709	-0.0419	0.3086	-0.4286	2.4131	-1.4667	0.0113	-3.4810	-1.2079	-0.8315	-2.2583	-2.1667	-1.4511	1.8106	-1.5837	0.8842	0.7017	3.3981	-0.8261	1.1429	-0.9589	-2.4225
-0.2971	0.4874	-0.3693	-1.1918	-0.1633	1.4252	1.6567	2.4516	-1.0122	1.7558	-1.8214	0.9130	0.8454	-3.3760	-0.5296	-2.1540	0.7256	0.3557	1.3429	1.2033	3.4126	-0.5494	0.5004	-0.3372	-0.6430
-2.4409	3.1149	1.0943	-1.3151	0.4506	3.2368	1.2322	2.0064	1.1214	-1.6534	-0.9958	-0.6433	-0.1510	-2.0396	-3.5429	-1.0713	-0.2813	0.5850	1.6324	1.8189	1.2021	1.3758	0.2654	1.4655	-1.6471
-0.7869	2.0853	0.8378	-0.0288	-0.3127	2.7850	-3.4621	0.9920	0.8816	-1.5473	-0.2397	-0.3003	-0.4749	-2.6116	2.1102	0.5716	-0.7052	1.6901	-0.5541	0.7398	1.9873	-0.5309	1.7605	1.0980	0.2763
-3.3663	-0.9069	2.3754	1.5991	-1.9087	-2.2742	-1.8264	-3.6000	-0.5235	-0.6477	4.7153	-0.5702	-1.4682	4.1036	2.7343	1.0351	-0.6931	-0.9169	2.2206	-0.4774	-4.7208	-1.6971	-0.2370	-1.5213	-2.3356
-1.1073	-1.3928	1.0887	-0.1846	1.6997	2.0991	0.5724	2.2911	0.5634	-1.8094	-2.4746	-1.2754	-0.6439	-2.5934	1.5953	-2.4147	1.3600	-1.3849	-3.2059	-1.2037	-0.5504	0.4000	1.6485	1.7793	2.6345
0.5826	-0.0253	0.8834	-0.5260	1.3355	-0.2028	1.9417	1.2971	-0.8075	0.6136	-1.3082	-1.1645	-0.5975	-1.5934	-0.0311	-0.2414	1.2968	2.2299	0.2177	-1.3013	4.1139	1.2337	-0.5704	-1.5755	-0.1612
0.5680	-0.3267	-1.5468	-0.9868	0.7306	-3.0343	1.4025	0.4268	1.4534	0.5375	-0.9385	-0.3913	0.6731	0.1503	1.4198	-2.9591	-0.7003	0.1714	-1.2128	1.0014	-0.6660	-0.6263	1.6685	2.7411	-0.6706
0.4156	1.2927	0.0441	-1.7207	-1.2440	0.9209	-3.0445	0.8622	-1.1422	0.6262	0.8233	-0.8790	-2.5686	2.1502	-1.7860	1.2065	-1.8870	1.7651	2.2229	-0.3315	0.5673	3.7439	-0.0664	-2.3637	2.6915
1.0776	-0.0404	0.9743	0.8840	-0.1817	-2.6585	0.2260	2.2925	-2.7665	-2.1882	0.0739	-1.8014	-1.1534	-1.5330	-1.7522	-2.0736	-2.2018	-1.0967	-0.0350	1.2583	-0.2858	-1.8129	1.3880	0.1991	0.2196
1.1939	0.4757	-0.5070	0.4849	-2.1534	-1.1163	0.6540	-1.2657	-0.2255	1.5225	-2.3172	0.5779	-1.1917	0.9011	-1.0691	3.2179	-2.0183	-2.2912	-1.9571	-0.3492	2.4301	0.8985	-1.4607	-1.9053	-0.8831
-1.1097	1.5923	0.4130	-1.4554	0.2070	0.2854	-2.5705	0.3368	-0.6638	0.6389	0.8262	-1.0636	-0.1108	2.2147	-1.7059	-0.2737	-0.6548	-3.1064	-2.5069	-1.5755	0.3207	-1.2641	5.4445	-0.2819	-0.9662
1.3826	-2.1310	0.6864	-3.2585	-0.8834	1.0765	0.8246	2.4481	1.4294	-2.1126	0.1093	-0.3861	-2.1829	-1.8293	-0.9374	1.4168	-0.0653	0.9807	-1.2822	-2.9176	1.0730	-2.6223	0.5818	-1.3167	0.3798
-2.3269	1.2877	-0.8734	0.7874	-2.2890	1.4488	-0.1946	1.5949	0.6638	-0.4487	-2.3995	-0.1546	0.0835	0.5204	-0.8983	-1.8880	-1.4293	1.9738	-0.7037	0.4386	0.0952	1.8608	0.2698	-1.6686	2.4409
1.9856	0.5603	0.8596	1.8313	-1.4331	-0.5619	-1.7427	0.6324	1.0385	-0.9829	-1.3392	0.1103	0.6088	-0.4819	-3.1332	-0.7443	-0.9721	-3.3007	-0.1214	-2.0566	0.5282	1.7548	0.2080	0.3757	-0.8684
-2.6466	-1.5816	0.7928	0.7315	0.3335	-2.7597	-2.2371	-0.0913	-2.0687	-0.2715	0.5553	1.4059	-2.2950	1.8200	3.1249	-2.1282	0.4225	-3.7330	4.0810	2.2424	1.5064	1.3189	2.8352	-0.3881	0.2049
1.2374	1.4256	0.1773	-0.8278	2.4368	1.5722	1.1902	-2.1669	-1.8929	0.3284	-2.3051	-0.6727	1.1309	-0.6298	1.3401	-0.2831	-0.9331	2.4819	-1.6954	-2.0730	-0.0662	-1.6707	-0.6189	2.8824	2.6069
-2.0066	-0.7993	0.1133	-0.2293	-1.8910	2.1894	-1.1639	0.6578	1.0062	0.5676	0.3731	1.3888	0.3555	2.5987	-0.0044	-0.9946	0.5351	0.3149	1.3558	0.7662	0.2097	-0.5149	-0.9777	-0.3995	-1.3163
-1.6243	1.8274	-3.1021	-0.2387	-0.0087	-3.1446	-0.7371	0.0504	-0.7612	-1.8436	-0.6673	1.4925	-1.1864	-0.6848	-1.7044	-0.6317	-1.2635	1.1487	-0.6827	0.1240	0.4218	2.0579	-1.7337	2.7204	-1.5015
0.5275	-0.8052	1.7585	1.2114	1.5352	1.9263	-1.3752	-0.2394	-1.9233	1.0746	-1.7179	0.5891	-1.8787	-0.8950	1.0498	4.0930	3.2259	-1.1905	-1.0794	-1.2778	3.1909	-0.1779	-3.8125	0.9663	-1.7619
-0.3176	-0.4311	2.4779	-0.8439	-2.9562	-0.4263	-0.6300	-1.6733	-3.5182	-0.3363	1.3832	0.6139	-0.7202	0.2394	1.6338	0.3600	0.6927	-0.8547	0.5578	-1.6719	1.3297	1.2974	-2.2912	0.8806	-0.5064
1.2972	1.9509	0.3405	-0.8399	-0.3199	0.6396	2.0155	2.0023	1.5460	-0.1811	-4.0919	0.6093	0.9142	-2.1929	1.6191	-1.5240	-1.3321	0.3779	0.2187	-0.6640	3.7219	0.8378	1.2586	3.1916	1.4284
-0.2766	2.7543	-1.5314	0.2725	-1.4456	-6.3755	1.6092	1.1730	-0.1057	0.0558	0.4199	1.0583	1.1104	-1.4521	-2.3605	-4.6866	1.4148	-1.5376	0.8533	-1.8775	0.0674	0.5517	4.8854	0.5469	3.1127
-1.5728	-0.7491	1.7208	0.9006	-3.5687	-1.5192	-0.0690	-1.2464	-1.3007	-0.2732	2.7275	-0.1466	-1.2068	0.9209	-1.9101	-0.1797	-1.1254	-2.5043	-0.8934	-0.2178	-2.6145	-2.7996	-3.0833	0.6084	1.2107
2.1285	1.2753	-2.0787	-1.4501	-1.2956	0.8686	0.8987	0.9528	0.2794	1.5808	-1.8365	0.9865	0.3772	-4.8040	1.5979	-0.5662	1.7046	-2.2520	-3.4196	-1.4694	4.4086	2.6214	-1.6052	1.4948	0.8594
-4.6890	0.6350	-0.3266	0.6331	2.8757	6.6868	2.5914	-1.7377	-1.8039	-0.3357	1.4222	0.6532	1.6047	2.4538	-0.1285	1.4808	-0.8539	2.6088	2.5969	1.8002	-1.6139	0.8966	-1.6497	0.0658	0.9913
-0.6441	-1.5968	-2.1291	-1.7754	-0.2249	7.8326	1.2623	-1.5364	1.7768	-1.1295	2.6356	1.2239	1.3136	3.0953	1.1523	0.3121	-0.8174	0.7885	-0.3061	1.1091	-0.3056	-0.1037	2.0659	-2.2898	2.4393
-1.1655	-1.0006	2.1368	-1.8635	2.0452	-1.3199	-0.0549	0.3047	3.7899	-0.8814	-0.2440	1.0048	-1.6617	2.6470	1.5744	-0.9716	1.6776	-0.0080	3.5347	2.2302	-1.5011	-0.1757	2.3387	1.2451	-1.4491
-0.1733	0.4465	-0.7132	1.1633	-2.8853	-2.1772	0.9198	-0.5920	1.3721	-1.3467	-1.5111	-1.1167	-2.1517	1.4013	0.1831	-0.2740	-1.0415	-2.0238	1.1159	-1.8616	2.4812	-0.5444	-0.4697	-2.8054	-1.6570
-2.0687	-0.6491	-1.7912	0.3696	-1.1651	-0.6696	-0.3604	0.1172	0.8058	-0.1918	-1.0944	-0.5356	0.9159	0.7709	-0.2455	2.4175	0.6290	-1.1720	0.1521	0.5417	1.9474	-1.2925	-0.0538	-0.9043	-2.6914
-1.2162	-1.5857	-1.3925	-1.4498	0.3160	-2.9816	0.4118	-2.2978	3.0334	2.0387	0.8572	0.2143	1.6233	1.5173	-0.5220	-0.4953	-0.7344	-2.0811	-0.2931	-0.0134	-2.6270	1.2783	-0.3814	-1.3332	0.1488
-1.1371	1.8156	2.1742	0.1772	-1.1751	-2.8254	-2.2615	-0.6007	-0.4893	0.0428	1.8165	0.3372	-2.8271	1.4131	-0.4415	-1.9901	0.2960	-4.4006	1.1739	2.9196	0.9375	1.1325	1.3564	-0.3062	-2.3497
0.0490	0.8331	1.6835	-0.4157	0.6270	1.8352	-0.2048	0.6110	-1.8976	-1.2072	-1.0143	-0.8229	-0.2452	-0.5644	-1.0503	-3.1678	0.4770	1.3637	0.1622	1.8809	-0.6671	0.9034	-1.4773	-2.4143	1.9642
1.5627	1.0144	0.1749	-1.9425	2.4950	4.4220	-3.0672	4.1616	1.3842	0.9196	-5.4662	0.3572	-1.0210	-6.0422	0.6439	-3.7834	-1.6242	2.1194	1.2738	-2.0392	5.2307	0.3830	1.2381	-0.7647	1.0873
-2.3241	-0.7528	1.1665	0.2088	0.2417	-0.6467	1.2203	4.7587	-3.4297	0.2947	-3.4554	-0.5778	0.8180	-1.5844	2.1969	0.3733	-3.1155	-0.8463	0.3648	0.6623	4.2252	1.9597	1.2077	-1.4416	0.7990
1.4494	-1.2446	-1.4216	1.3506	-0.4418	-0.0056	-0.6193	0.8535	-1.2468	0.9879	-0.3626	-1.6565	-0.0223	-1.9933	-1.6109	2.1822	-0.0989	-2.9143	1.0030	-0.4494	-1.2232	-0.7568	0.3070	1.1354	-1.0119
0.1544	-0.2642	-1.8880	1.4225	-1.0807	3.1689	-0.0293	2.9703	1.5825	0.2839	-3.5661	-2.0694	0.6666	-6.0205	3.4682	-2.8931	0.6849	-0.7497	1.2442	0.9575	3.9037	2.0807	3.4108	1.2292	1.3248
-1.8977	1.8312	-0.5181	0.6255	-0.5493	-0.0820	-3.8765	2.4534	-1.4814	-1.1248	-0.7910	0.4117	-1.3192	-2.6924	0.3987	-1.5165	-2.6661	0.8086	1.0155	1.3393	2.1937	1.1137	2.9202	1.0711	0.1905
-1.2788	2.6105	1.5260	2.2596	-3.8825	-2.2444	-0.0766	1.9455	1.9600	0.6717	-2.0645	-0.7784	0.6688	-4.2056	-2.8808	-1.5058	1.1521	-1.3196	-0.2291	1.9109	-0.1527	1.1968	3.2556	-0.3769	1.2199
-0.2452	0.2953	-1.7463	0.4267	1.8414	3.6305	1.3408	-1.3633	-0.4708	0.6540	0.0968	2.3680	1.3845	4.0968	-3.4735	2.5095	-0.0312	0.9691	2.2688	1.6499	0.9653	-1.1641	0.3956	-1.1664	3.0229
-0.7184	-2.5142	-1.6503	-0.8569	1.4865	0.7331	2.7874	-1.0776	1.9347	1.5411	3.1401	-0.2864	2.0870	0.6929	-0.8742	6.7258	2.2022	0.3455	-0.8014	-0.9295	0.8092	-0.3924	-3.8260	0.0784	-0.9508
-0.3832	-2.2656	1.1444	0.6822	0.6036	-0.0278	-0.8783	0.3807	4.0081	1.1270	0.6891	0.1001	0.7523	-1.3620	-1.9948	2.5397	1.8838	-1.0428	1.4932	0.4191	-0.0199	-0.0397	0.4654	1.4157	1.0033
