X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25
-1.1800	0.1704	1.8847	1.7075	2.5006	-2.3441	-2.6806	0.1303	-0.1305	0.9575	-0.8550	0.8383	-0.1753	-0.2252	0.6854	2.0367	3.7715	0.0906	0.0169	2.2405	0.8407	-0.7815	-1.1830	0.0732	-2.2727
-0.8390	-0.7664	0.0803	0.2845	1.9836	-0.6133	-0.5683	0.0344	1.1642	-0.9451	0.6341	-0.8321	-2.1981	-0.9036	0.3923	2.5989	2.4865	-1.2155	0.1578	2.4169	1.7462	2.0457	-0.0004	0.4254	1.0008
-0.2189	0.0207	-0.1102	0.8651	-1.8732	0.3421	0.6779	1.6157	-0.6226	0.7003	1.4635	2.1538	-0.4739	-0.5605	1.7209	1.8968	-0.1994	3.4860	-0.4544	0.5598	-0.7949	1.5487	0.7300	-0.3861	0.9481
-0.3871	2.3152	0.2532	0.0164	0.8830	2.4862	-0.2268	2.0536	-0.5352	-1.9741	-0.8758	0.5244	-2.8205	0.4427	1.4860	0.5879	-0.6644	2.8956	-0.1071	-2.7395	1.7563	-2.3121	-1.2458	1.2123	-3.5873
-0.5241	1.9200	1.1599	-1.8479	2.4939	3.2415	-0.2689	-0.7268	-0.1280	3.1692	-0.8987	-0.8220	0.9306	0.8266	-2.1225	1.7561	0.9208	-0.8403	1.8690	-0.6793	-0.0710	0.7765	0.9475	-0.3585	3.6728
0.7871	2.2859	-1.0377	0.6195	3.1874	-2.3891	2.4841	1.6009	2.1920	-2.9338	-1.5299	-1.2578	-2.9673	0.0617	0.0788	0.1739	0.8892	-1.0737	0.9271	-2.3633	-3.6235	-0.8729	-1.4484	0.9232	-0.0602
0.6820	-0.0039	-1.4280	0.2686	-0.2812	1.0862	-2.5917	-0.4367	-1.4595	-1.4972	-2.5792	-1.2272	1.2105	-2.7632	-0.1239	2.1177	1.1216	3.7463	1.2069	3.1930	1.0620	2.3232	0.0435	1.4054	-3.2960
0.1576	0.7713	1.4940	4.1003	2.6131	-0.5679	0.6305	0.7939	-1.2270	0.8407	-2.6997	-1.5623	-1.8795	0.8472	-0.7697	-0.8458	-0.4012	2.4173	2.7174	0.5989	-1.8166	2.0093	1.3929	1.0266	3.9354
-0.6740	1.0559	0.1208	1.0030	-0.4985	0.7203	0.1751	-0.4650	-0.6994	-0.8601	-1.3739	0.7254	0.5605	2.6327	1.3657	-1.5484	-4.5025	0.6475	-0.2934	-2.8000	-3.1193	-1.2920	1.5258	-2.9487	-0.3032
-0.5631	1.0748	-2.4806	-2.0728	-4.5747	2.7862	-0.1192	-1.1769	0.7957	3.1811	-1.8251	-0.9632	-2.7118	-1.1103	3.3239	0.7665	0.0119	-2.2266	0.9324	1.5573	0.7227	-1.9400	-1.7138	1.0298	0.1212
1.0193	0.7573	0.7751	2.6635	0.4364	2.2478	0.9621	0.9082	-1.0202	-0.2500	-0.4181	-0.0119	-0.8734	3.5986	-1.4226	-0.8682	1.3361	2.3734	-0.7130	2.7554	-1.7572	1.0775	1.1825	0.8907	-0.5148
0.5756	-0.6527	-0.0935	-0.8946	-0.9303	0.7127	-0.2316	-1.9349	0.6769	-0.7568	-2.5291	1.3939	0.7530	0.1943	1.5278	0.8481	2.0009	-4.1188	2.2887	2.3855	1.1819	-3.0470	-1.5999	0.7623	-0.8977
-1.9387	1.4754	-1.3241	2.7061	-0.5660	-2.6816	-3.7546	1.6275	-0.3218	-1.2840	0.8325	1.4267	1.1146	-0.5678	-3.9609	1.1372	0.5510	1.2694	0.7967	-1.3374	-1.7708	0.4626	-0.6340	-1.5175	0.4899
2.2307	1.7506	0.4580	1.1669	0.3612	1.4144	-2.0202	-1.1936	0.0257	-0.1537	-1.3110	-0.0587	0.3832	-2.3012	-2.4981	-0.4467	2.0889	-0.8033	0.9011	-2.6111	1.3994	1.7927	-1.4403	0.2101	0.1183
-0.6553	-0.7159	1.6203	3.4859	4.1429	0.4442	0.4648	-2.0797	1.3291	2.7852	-2.3033	2.3909	-0.8692	1.6264	-0.4364	-1.1683	2.0666	0.3651	-0.9921	-0.2014	-3.7512	-2.6734	1.5996	-2.8572	0.5735
-0.5152	1.2764	-0.0364	-0.0331	0.8558	-1.6293	-3.0896	2.6222	0.3532	-0.6852	2.0306	-1.1312	3.6114	3.7111	0.5619	0.9556	-0.6370	-0.1115	1.1983	-0.3307	3.2906	0.5825	-0.5952	2.9181	2.1325
-0.7718	-1.0115	0.4903	-1.5781	0.8045	-3.2176	1.4207	-0.3937	1.6072	-3.4074	-0.1312	0.5888	-0.5133	0.9484	-1.0247	0.5340	0.9204	-0.1077	0.2588	-1.4093	-0.4243	1.2265	-1.2044	-0.1163	3.6223
0.3734	-3.6329	-1.6992	1.3635	-0.4130	1.3195	0.8593	-0.6355	0.1553	-0.2610	0.1377	-2.5277	0.7664	-0.9042	1.6689	-0.3052	-2.0548	0.7381	0.0750	1.0992	-2.1738	2.8003	1.2134	0.9940	3.7329
1.7632	-0.4272	-0.2801	0.5901	-1.9137	-0.1342	1.1323	-0.2489	-0.5547	-0.1572	3.4796	-2.7140	0.7082	1.0349	-3.2705	0.5401	1.5843	-3.0400	-1.5475	-0.8988	0.8589	-0.1615	0.5798	0.9624	1.0298
0.4344	0.2740	-0.2954	-1.8461	1.1708	-0.3189	0.4010	0.1834	-1.4543	-1.0154	2.5232	0.2119	0.6269	-1.6086	-0.1129	-0.1363	1.9506	0.0592	-0.5881	2.1255	3.8374	0.7201	-0.1857	2.1452	-0.4809
-0.7019	-0.4616	-0.8415	-1.3666	-2.8667	0.6314	-0.5977	2.0101	-0.0343	-0.5154	-2.7566	-3.3825	-0.4030	-0.6729	0.9816	0.3549	-0.1985	-1.5511	0.0977	-0.4660	1.1166	-3.3160	-0.8825	0.4435	1.1008
1.4277	0.8363	0.0019	0.1074	1.6730	-0.6558	-2.0700	-2.3707	-0.7166	1.6334	0.8212	0.3368	1.5960	-2.1047	-1.8650	-1.3596	-0.5705	1.2903	-0.5445	0.7268	-3.0712	1.3136	1.5465	-0.9357	1.7868
-0.3352	-0.2480	-1.6041	-0.5080	-3.4704	1.1437	-0.4783	-1.7108	0.1862	0.1807	-0.9379	0.2917	0.9090	2.4791	-1.1270	1.5931	-3.4518	-0.2864	0.3460	0.4042	0.9051	-1.5868	-0.4981	0.0986	-0.7310
1.5681	-0.8961	-1.6675	-1.6450	-0.4660	1.3563	-1.0671	-1.5920	1.7890	1.5039	-0.2142	0.6576	-0.2625	-2.5887	-0.5143	-2.5462	-1.4995	1.4719	-1.0412	1.2456	-0.0686	0.5443	0.4908	2.6466	1.0514
-1.7924	0.8180	-0.5434	0.6280	2.0097	0.8121	1.0384	-0.7365	0.8470	1.3097	1.2758	0.3863	-0.5728	1.1604	-1.2386	0.3354	2.8641	1.5911	-0.3865	-0.4149	-0.8405	-0.2467	0.9469	-0.6452	2.9668
-1.3532	-1.0855	1.3256	-3.6771	1.6481	0.2161	-0.4817	-0.6728	-0.3748	1.6013	1.1579	-0.7340	0.6284	2.2374	-0.6913	-0.9175	-2.9143	-3.0920	-3.7700	-1.2718	-0.6286	-0.8182	-0.7933	-0.1434	0.4265
0.4545	-1.0563	1.9275	5.9458	4.4606	0.9907	-0.3299	0.1360	1.5190	-1.8194	1.5721	-0.7658	1.7605	-4.1523	-3.0925	0.4293	4.7165	-1.5446	1.1830	2.7726	2.4689	-0.8046	-2.1253	0.5550	1.7645
1.1598	-2.1374	0.9038	1.1369	-3.2008	3.7224	1.5292	-2.3076	-0.5540	-0.3282	1.9407	1.8399	-1.1506	-2.9746	-1.2074	-0.8826	-1.0558	-0.2293	0.0501	-1.7857	0.9305	-1.0475	-0.4886	0.1717	0.1191
0.1919	1.3074	-0.1788	3.7855	1.2776	-2.2374	0.5505	-0.1729	0.3610	-1.6270	-0.2356	0.2832	1.4708	0.3686	2.8073	0.2982	-3.4836	-1.2805	-0.5458	-3.6347	-0.9735	4.1405	1.4181	-0.3784	-0.6912
0.7500	2.2133	-0.1319	1.2219	1.4874	-2.9424	-0.8834	2.1493	1.4702	-0.5620	-1.7225	-0.2353	-1.2570	0.3286	-1.2049	0.1502	0.6861	1.7333	-2.0016	-1.9785	-2.6257	-1.6792	0.3897	0.5339	-1.0793
-0.9504	0.2441	-2.3533	1.4370	1.8338	1.8588	1.2080	0.3019	-2.0277	2.3824	-1.7466	-1.4312	-1.7746	-0.2988	1.8412	-0.1782	0.2047	4.0835	2.5126	-0.9579	-2.1291	0.4078	2.6373	0.8465	-0.0395
-2.2321	0.2989	-0.2824	-0.4639	1.2079	-0.4758	2.0203	-0.0761	-0.3144	-3.4156	-0.3388	-0.2935	-1.4001	1.7580	0.5879	1.2373	1.3151	-0.7496	2.1524	0.2693	1.5990	0.0991	-0.2616	0.7513	1.2773
0.1963	1.7907	1.5072	-1.3340	2.2264	-1.8647	0.3725	-1.2775	0.0550	-0.8425	0.0915	-0.9706	0.7099	1.5579	-0.2056	-2.1719	-1.3264	-1.4822	-1.8526	-0.8143	-3.1684	0.1612	1.7650	-2.5735	-2.8827
-0.4380	-0.9388	-0.0918	0.6884	0.8706	0.2835	2.8142	0.3392	0.2305	0.6827	1.2310	-1.6991	-0.6656	-0.8231	-1.7152	0.1450	0.5546	-1.2243	-1.1444	-1.9553	-0.7099	0.9482	0.0032	1.0685	-0.5827
1.3852	0.8813	0.5630	0.2311	2.5600	1.0714	2.3248	0.8396	-0.8894	-2.0577	-0.8460	1.3990	-0.6000	-0.2549	1.2517	0.3671	-1.3308	2.0747	2.6585	0.1140	1.9655	-1.9122	-0.8016	-0.4538	-0.7476
-0.2125	-1.2104	-0.2435	0.3534	-2.8080	2.4131	0.7285	-0.4690	1.1098	0.1011	-1.5746	-0.9850	1.0786	1.5890	-0.2667	0.4571	-1.2276	-2.5389	-1.6384	1.8360	0.2226	-3.1448	-0.5695	-0.0667	3.6871
-0.8635	-1.0408	2.0638	3.9639	3.2004	-2.8552	-3.0364	1.1333	1.1414	0.4800	-1.3580	1.1044	-0.7276	0.4205	1.2838	-2.0942	-0.3679	-1.5101	-0.6226	0.8448	1.2720	-0.3001	-2.3679	1.7369	0.7498
-0.0039	-1.0953	-0.9855	-0.3449	-3.7535	-0.5860	2.1855	-0.1732	-0.5029	2.9073	2.2037	-3.2329	-3.4492	0.5419	0.5349	-0.6149	0.5088	2.7069	1.9983	2.0529	-0.8382	-1.0066	-0.7719	0.5655	0.8227
0.8181	1.9947	-0.9129	-1.2095	1.5166	-0.9546	0.3435	-0.2174	1.3372	-1.9793	0.4873	0.2557	-1.1661	-1.2314	2.4687	-2.5170	4.1166	1.9491	0.8855	-0.4767	-0.8554	-0.6586	1.4242	0.7983	1.1308
-0.8227	1.1646	-2.0959	1.0729	-2.7837	-0.4958	-1.0152	0.0870	0.7365	-3.6814	0.8635	-0.9275	-0.8039	-0.4665	-0.5637	0.3105	-2.0299	-1.3400	1.2866	1.2962	1.6780	-1.6597	-1.1907	-0.6279	-2.1458
-1.0313	-1.7842	0.8105	6.2827	4.1396	-1.5744	0.2859	-0.7821	-0.7472	0.9572	1.3703	1.8815	-0.1937	0.2386	-1.8710	-1.4561	-1.8199	1.4639	-1.1999	0.3688	-4.2795	2.8093	1.3820	-2.0776	0.2699
0.0286	-1.1843	-2.0136	1.9134	0.5642	0.8176	1.4787	-1.4444	0.4193	-0.5494	1.6250	-0.3573	-0.8557	-0.7107	1.1656	0.1447	1.4994	1.6521	-1.5702	-0.5147	-0.2872	-2.5096	0.0358	-0.1737	0.0317
1.2395	-0.0019	-0.1749	-0.0999	0.4857	0.2954	2.9166	-0.9302	0.7033	-0.8623	0.2611	-1.5619	-1.8672	0.9064	-0.2069	3.0266	1.6373	0.3119	0.1218	2.5533	1.1865	-2.1676	-2.3872	0.7300	-1.9184
1.7778	0.5635	1.7967	-1.6390	-2.9564	1.8250	-1.2022	0.7374	1.5084	-2.4802	-0.8897	-2.2337	-0.0006	0.4377	0.1616	3.0301	5.8485	2.7967	3.0885	4.7830	3.4474	-2.8826	-0.0985	-2.2361	-2.2696
0.8039	-0.9609	0.2269	-0.6910	-1.4859	1.5828	0.4014	0.3854	1.2532	-2.3034	-1.9096	0.6821	-0.9030	-2.2010	0.6473	0.6655	1.4164	2.4611	1.0800	-0.2515	-2.2072	2.6343	1.1838	-4.1040	4.2034
0.6621	0.4297	0.3275	0.1825	1.0580	0.6772	-0.4027	0.0342	0.8159	-3.0131	-2.6073	-0.6813	-0.5837	1.3457	1.0782	-1.2415	-0.2795	-2.3436	-1.7825	0.9260	-1.6965	0.8680	-0.4077	-0.5700	1.3351
-0.5404	1.0596	0.4363	-1.8614	0.3012	1.4840	2.3242	-1.5383	-0.8283	2.2496	-1.2440	1.4694	-2.0894	0.8527	-1.1302	-0.8050	-0.6783	-1.8897	-1.8912	-3.1727	-1.2832	1.8210	1.2169	0.4801	1.6956
-0.8031	0.2087	-0.1604	-4.0171	0.0423	2.5784	-0.6548	-1.8993	1.2662	1.2393	0.4768	-0.5437	0.0532	2.7335	-1.0606	-1.1214	-3.3549	2.2037	-2.5498	-2.3314	-3.1264	0.4857	1.4973	0.8302	1.2852
-0.9483	3.1039	0.3930	3.2627	2.9721	0.0150	-0.9777	-0.8454	0.2751	1.3748	0.7062	-0.5284	-0.2110	1.1596	-1.9803	-0.8669	-0.7831	1.2774	-0.8165	-5.6512	-1.4390	0.8294	1.8252	-0.1327	2.2553
-0.1325	-0.1259	-1.3330	-1.2597	-0.4928	0.2013	0.1570	-1.2000	-0.1033	3.2886	1.5546	-0.7035	0.1287	0.3275	1.2908	-0.2882	-3.4357	0.3440	-0.7591	-6.2118	0.0149	2.6000	0.1704	1.1467	-0.5732
1.5574	0.2443	-2.4708	0.6312	0.2494	0.2725	-1.5576	-1.1595	0.8681	0.1681	2.0967	0.7730	-4.2202	0.2518	-0.8777	-1.5229	-1.9342	1.1318	-0.0252	-2.2667	-1.5738	-1.8862	-0.3871	0.4064	2.4921
0.0600	0.1897	-0.2724	-2.0937	-0.6623	-3.1371	0.0307	0.9329	-0.7808	-1.1561	0.1008	0.9936	-0.6951	-0.7387	-1.3467	2.8478	3.7765	-0.8394	2.0459	2.5401	4.4564	-6.6268	-2.3242	-0.6679	-2.7523
-0.6484	-1.7213	1.4633	-4.1862	0.1588	1.2877	-0.7859	0.8511	0.9961	3.5486	-3.6954	0.8475	-1.9619	-0.0021	4.7370	-1.2254	1.9079	-3.4193	-3.2774	0.7281	4.4126	-2.2900	-1.0733	1.6816	1.5073
-0.5389	0.5542	3.0142	0.4439	0.1363	-3.1679	1.5883	0.4896	-0.7197	-3.1614	0.7142	1.5817	0.4069	0.8291	-0.3458	0.1582	0.8514	-3.4684	-0.1273	3.4681	3.1409	-3.7356	0.6655	1.5429	-1.2936
-0.5720	0.6749	1.0611	0.1383	-0.6814	-3.6330	-0.8116	-1.5484	-1.7554	-3.5372	0.8529	0.4870	0.5999	-1.0842	0.3181	-0.4130	1.2516	-0.4732	-1.2185	-0.4110	3.2063	-1.8085	0.5750	-1.3711	-3.0169
1.5879	0.0446	-3.2596	-1.1636	-4.2455	1.4727	0.2575	-1.2114	0.3175	2.9346	-0.8263	1.2938	-2.1848	1.4525	0.4894	2.4058	0.6623	0.2213	1.1385	1.0634	0.8669	0.2616	-2.4371	0.6701	-0.7263
-2.7226	-2.7259	-0.8464	-1.9328	-0.4400	1.6832	3.5566	-1.3339	-1.0523	3.2178	-1.5457	3.2603	0.7262	-0.1335	2.9174	-2.4240	-6.2024	2.2562	-3.1839	-2.0097	-6.2818	2.5825	3.3488	-0.6916	1.5687
0.6375	0.0517	-0.2128	-3.3302	-1.1470	-1.8999	1.5726	-0.7315	2.3809	-2.1320	1.4588	-0.8020	-1.4714	0.7194	1.1471	2.9348	4.7334	-0.4807	2.7125	1.0459	2.5462	-0.1242	-0.7148	0.4627	0.0426
0.7686	0.8529	0.4941	1.2200	0.0466	-0.0117	0.1006	-0.7393	-0.7935	2.1168	0.4150	0.1663	2.2734	1.4860	1.0963	0.8008	-0.0621	-0.2251	1.3773	2.3883	-0.3380	-0.1827	-0.1031	-1.7684	1.0308
3.6159	-1.6868	-1.3428	-0.7580	-4.0416	2.0785	-0.4743	-0.4054	0.1875	-0.9872	0.7684	0.3409	0.1743	-1.4821	-1.5562	-0.5156	1.3998	-1.7069	-3.7031	0.2866	-0.6257	1.8920	1.5305	-0.6415	-1.3991
0.9890	-0.9897	-0.8348	-0.1228	-1.2019	-0.0681	-2.1839	0.7222	0.4236	-1.6069	2.6314	0.3896	-0.7114	0.2589	-1.1859	2.8125	0.8330	-0.8214	2.2721	0.7644	3.6543	-4.1501	-3.1998	-0.8131	-2.6348
-1.7481	0.2966	1.2751	1.9571	-0.2470	1.0657	-0.5601	0.5481	-1.3802	1.0438	-0.0112	-1.2397	-0.1954	-2.1378	-0.1435	-0.5698	-2.6752	0.4036	-1.9996	-1.4858	-2.7696	0.0669	2.0396	4.0471	1.0776
-0.7907	-0.8904	0.7512	0.4000	-2.0606	-2.3409	-2.8522	-2.9680	1.6346	0.3349	0.1544	0.9152	0.3653	-0.5001	-2.1626	1.6643	0.3279	-0.3632	1.9394	0.0663	1.5403	-0.1896	-0.8755	-1.3668	0.1740
0.8751	-0.5413	0.2221	-1.4608	0.1623	0.5106	0.2722	-1.0880	0.1483	-2.2003	-1.1869	1.8145	-1.7784	0.3615	-0.3680	-1.5419	-0.0961	-1.0988	-2.3655	-2.8585	-0.8578	1.1885	1.0703	1.9763	-1.6055
0.6440	-1.0782	-0.3192	-2.3770	-2.8752	0.7593	3.3215	0.4378	-1.9150	3.9598	-3.9303	1.2362	1.7456	-0.9993	0.3175	-1.3824	-0.8834	-0.7594	1.9557	-2.4975	-0.6250	4.8840	0.6993	-0.5002	-1.4928
0.1484	0.4306	2.1382	1.4489	1.6757	-0.4007	2.5311	2.7226	1.3435	-3.7015	4.2207	1.0933	0.5006	-0.1145	-0.5764	0.4779	2.5923	1.7164	4.3294	-0.2325	2.9475	-1.2323	-2.7124	-0.4715	-0.5187
-0.5820	0.4028	1.2639	2.9123	1.3998	0.6710	0.1749	1.7080	-0.5748	0.9983	-2.6379	0.0627	-1.2797	0.1679	0.6719	0.2367	-1.3819	1.2477	1.5635	0.1371	-1.2736	2.5753	0.1638	-1.2887	0.0970
1.7045	0.9294	0.9978	-1.3965	1.0871	2.9227	-1.5264	-1.5058	-0.3590	1.4235	-1.4405	1.5550	-0.9102	1.8969	-1.1259	-1.1111	-1.5288	0.1209	0.6743	1.1616	0.1209	1.8797	-0.0538	-0.7487	1.5305
-1.6200	-0.0933	-0.3207	-1.2575	-1.8202	0.2917	0.5718	-0.2168	-2.3978	1.4404	-1.4405	2.8388	1.0490	0.6739	1.0396	-1.7115	-0.5314	2.4914	0.8191	0.5542	-2.5935	2.5737	2.1684	-1.0653	3.7652
-0.5146	-3.1038	-1.8828	3.8481	-2.8071	0.4114	2.1701	-2.2329	1.7585	0.0046	1.0234	2.3076	-2.3548	-1.8268	0.5580	0.9927	-0.1744	-0.4269	-0.4499	0.7646	-0.4737	1.7357	-3.1752	-1.2216	-1.6093
-0.3917	0.3591	-0.0163	-2.6222	0.5137	1.4883	1.0574	-0.5166	-0.4471	-1.0057	2.0479	-1.0532	-1.7730	-2.4508	0.0499	-0.1601	0.9552	-1.2132	-1.4531	-1.8175	-3.6022	-0.6641	1.0181	-0.3216	1.1915
0.8874	-0.8925	-0.2587	-3.4124	-1.9651	1.2052	-0.1389	0.3526	-0.6850	-0.5426	-0.6027	-0.3254	0.0347	-1.3041	-0.4874	2.0367	3.2072	2.1469	-1.1217	1.7343	-0.0786	-2.2130	-0.4408	0.5202	-3.6921
2.6119	0.9695	-0.7405	-1.2778	1.5926	0.8566	0.6707	-1.1864	0.7010	1.3349	-0.8462	-0.4324	1.6747	-1.9016	2.0662	1.8731	-0.1564	0.8889	2.3137	0.9329	2.2206	0.2879	0.5656	0.3078	0.1991
2.0917	2.7556	-0.9591	-4.8522	0.7517	1.0762	1.4874	-2.2109	2.3065	2.5742	1.8220	-0.5670	-0.8935	-1.1726	-1.2364	-0.3015	-2.4308	3.7673	-0.4921	-0.0485	-4.3877	2.8014	2.9103	1.1437	0.7155
