X7	X3	X5	X10	X4	X2	X9	X6	X8	X1
2.4242	0.3388	0.0644	-2.0214	0.2676	1.4368	2.1712	0.0040	2.2409	0.9592
0.3906	0.3625	0.7794	-1.5703	-0.6435	1.0561	3.8284	3.2268	0.4245	1.9768
1.5528	0.0500	0.2139	-1.1754	0.3404	0.8385	1.3951	0.5506	1.7023	0.3849
-0.3548	0.6512	1.2911	-0.8421	-0.4547	3.1318	0.2946	0.3265	1.4771	1.7565
-0.4070	1.5349	0.7408	-0.1234	0.2146	2.4521	-0.9326	-1.2426	2.0021	1.4787
0.2498	0.2193	0.5423	-2.1088	0.0550	2.0914	2.9828	1.7944	1.7236	3.0980
-1.0961	0.4880	2.4404	2.0487	0.5395	1.3941	-0.0928	-0.0414	1.6081	0.7214
0.5806	0.0045	0.4289	0.0852	-0.0184	1.1088	2.3211	-0.5731	0.5744	0.1022
-0.1876	0.5533	0.1463	1.2802	-0.0742	1.5083	0.9152	-0.6357	1.6199	0.2658
-0.5726	1.7937	0.0036	0.9307	0.8303	0.4432	2.9609	0.6737	0.3842	0.2308
2.8024	0.1140	0.7815	-2.2817	1.0334	0.0071	3.0379	1.0133	0.1019	0.3408
-0.1136	0.2804	0.2413	1.0850	0.8949	0.0790	0.8990	0.4275	0.1629	0.4078
-1.3731	2.8631	2.9509	-1.9069	0.1723	1.3702	-2.5348	0.1570	0.5521	4.0673
1.6728	0.1325	0.0044	-1.3768	1.8561	1.1324	3.3122	1.3269	0.6181	0.7712
-0.5390	0.0526	1.2997	0.3538	0.2742	1.7569	3.2875	-0.5103	2.7279	0.2968
-0.4409	0.3524	0.7584	-0.0044	0.5641	0.1200	0.8960	0.4721	0.2245	1.0172
2.0468	0.2817	0.5564	-2.5293	1.0219	0.5761	3.3542	0.1656	0.2386	1.7091
-0.8206	0.4804	2.3581	0.4346	-0.2386	1.0231	-0.0084	1.1654	1.6362	1.4760
-1.3231	2.5728	1.5883	3.1681	0.7304	0.5344	-0.8700	0.6497	1.4954	1.0701
0.9032	0.6760	0.0471	0.2526	-0.1005	1.7382	1.2495	0.1339	1.7079	1.9943
-0.7377	2.9999	1.4886	-0.1424	0.7211	1.5571	-1.3148	-0.2904	1.1129	1.2319
-0.7035	0.7104	1.4895	0.6923	4.1874	0.5195	-0.5919	0.0819	0.3742	1.1132
-0.4902	0.0093	1.4239	0.8167	1.2214	1.0334	2.5197	1.0043	3.1253	0.2942
-0.0462	0.2446	0.0282	-1.6361	2.3382	0.7643	-0.1123	-0.1430	0.4488	2.2281
1.1255	0.0492	1.5390	-5.2694	-0.7658	1.5101	1.4315	0.8259	1.2939	6.1129
0.0078	0.0796	0.2265	-0.7730	0.2099	2.1679	0.7464	-0.8269	1.4277	1.3659
0.2720	0.5297	0.7055	0.4324	0.1948	1.8135	1.4647	-0.4335	2.0328	0.4862
-1.5259	2.6894	0.6481	2.0744	2.1183	3.3285	-0.8412	-0.6800	2.4001	0.2033
-1.5355	1.2784	2.1676	1.4993	-0.3147	0.4383	0.2634	2.3341	0.4734	1.0214
2.6562	0.6884	0.0233	-1.8135	0.2998	0.4308	1.7392	0.3721	0.8597	1.7890
0.0346	0.4390	0.2275	-0.7709	0.2853	2.4510	0.2329	-0.7155	2.2287	1.2120
0.3029	0.2811	0.5980	-0.1458	0.6801	0.7352	0.6757	-0.2377	0.6086	0.0615
-0.2821	0.1308	1.8987	-1.9203	-0.8482	0.7064	0.3633	1.5744	1.8986	3.0553
2.2110	0.0358	0.2565	-2.3825	-0.2931	0.6942	1.8590	-0.0391	0.4144	0.9130
-0.5604	1.3130	0.3791	-0.6252	0.0652	0.0864	-0.7056	0.1570	0.2218	1.6620
2.3933	1.0433	0.6489	-0.4369	0.2680	0.4178	1.6318	-0.1153	0.4383	0.0070
-0.6168	2.4604	0.6550	-1.1668	0.0640	1.2304	-1.0938	1.7540	0.6209	2.5005
1.7466	0.1261	0.8547	-1.0605	0.4427	0.4590	3.9801	1.2844	1.7124	0.3239
-1.4606	1.9769	2.5159	0.8630	-0.5254	2.5428	-0.3919	-0.6487	1.6587	2.0637
-0.6658	0.9830	1.9536	1.3579	-0.0464	1.0518	-1.0074	0.3652	1.3851	0.1637
-0.2843	0.1835	1.7636	0.3477	-0.3202	1.0800	-0.1158	-0.1779	4.1096	1.5034
-1.6264	2.8194	1.3705	1.7217	1.1548	0.4055	-1.3424	0.9702	0.9491	0.0283
0.8255	0.1118	0.8261	-0.8533	-0.1941	2.2910	2.5389	-0.7961	2.2002	0.8892
-0.4750	0.5726	0.7840	3.6584	0.2836	1.8387	2.4342	-1.0817	4.4702	0.9008
-0.2239	2.4210	0.7155	0.2695	-0.1623	0.7917	-0.9601	0.5240	1.1737	1.3302
1.7345	0.5911	0.3198	-1.9928	0.3948	1.0703	2.1612	-0.3841	0.4572	1.1150
-0.4290	0.3719	1.8308	3.0226	4.1067	0.0574	-0.0050	2.6143	0.3197	0.0986
0.4643	0.2523	1.1553	-0.3588	0.5747	1.0213	0.3502	3.0101	1.2730	1.1328
0.6902	1.1652	1.0430	-3.0775	-0.0155	0.1677	0.6242	0.0741	2.2754	3.5690
1.1577	0.1698	0.3377	-1.1839	0.5594	1.1385	1.2363	0.3883	1.2201	0.8984
0.3770	0.0053	0.5072	-0.5954	-0.0803	0.4010	0.6433	-0.1073	0.5027	1.1416
1.3945	0.0839	1.1089	-0.0542	4.3947	0.7072	1.0710	-0.0839	0.6898	1.0930
-0.7663	0.1046	2.4229	0.9323	-0.2152	0.3887	-0.4734	0.1305	0.2698	0.8234
-1.4479	1.6040	1.9566	-0.0867	-0.3258	0.1819	-1.8821	0.3958	0.1471	1.7805
-2.4678	3.6752	1.5346	4.3128	0.5924	0.2618	-2.7983	1.0902	0.1967	0.3746
-0.5731	1.1874	0.3852	0.8238	0.0292	0.9190	0.6729	-0.3996	0.6168	0.2044
-0.1991	1.5010	0.2926	0.3117	1.3507	0.4344	0.0734	2.2538	3.4090	0.9417
0.9763	0.1134	0.5672	-0.6057	0.3580	0.1686	1.4232	-0.0117	0.0679	0.5336
-0.1895	0.9207	1.0307	1.8238	0.2582	0.3064	2.4393	0.1264	1.2246	0.2718
-1.3111	0.4298	3.0952	1.8605	0.2724	2.4134	-0.0032	-0.7622	2.5409	0.2200
-0.0548	0.8777	0.0030	1.3812	-0.3248	2.5256	2.4537	-1.1441	1.0883	2.0383
-0.2760	0.8978	0.4842	1.9618	1.4036	1.9094	0.5682	-1.1337	1.1103	0.3591
-0.3092	1.1242	1.0595	-0.6472	1.4335	0.8480	-0.6532	0.9573	0.5608	2.6704
-0.9131	1.3283	0.5886	1.6766	1.3194	0.2526	0.8218	0.2325	0.2309	0.7795
1.1987	1.2256	0.1245	1.1621	2.3484	0.7879	7.0056	-0.3420	0.5732	1.6211
-0.8619	0.0576	2.0052	1.4332	0.0682	1.7000	0.0125	-0.5843	1.7170	0.1635
2.4626	0.5585	0.3566	1.5541	1.3595	3.0888	3.7928	0.9722	1.5114	0.3977
-0.2392	0.7167	0.5497	-0.0288	0.1297	0.9820	-0.5474	2.3935	0.6574	0.3347
-0.1412	0.0150	0.5007	-0.3907	0.6216	3.1367	1.1866	0.1562	1.5426	0.8533
-0.1864	0.5154	0.8420	1.1457	0.2884	0.0989	-0.3190	1.2864	0.3176	1.8840
1.1850	1.5333	0.0765	-0.3250	0.4650	2.2147	0.9709	1.1166	3.3893	0.3523
1.8487	3.3050	0.4692	-0.8415	0.9989	1.1330	0.2345	2.3343	2.0705	0.8509
0.3029	0.2176	0.0690	-0.1368	0.9397	0.3200	2.6222	1.1258	1.8725	0.4216
-0.4243	1.6900	1.3959	-2.6146	-1.4934	1.3942	-0.7700	1.6494	2.1236	4.8924
-1.2604	2.4495	0.4422	1.1323	0.3311	0.7318	-0.0842	-0.1836	0.6536	0.8556
-0.2253	1.5596	0.9154	0.3834	2.2388	0.2515	-1.0227	2.8698	0.6387	0.0702
-0.0879	0.7878	0.0683	-0.0324	-0.0463	0.9848	-0.4260	-0.3094	1.1217	0.1688
1.0174	1.5215	0.4937	0.6756	-0.4119	1.7685	0.3000	-0.8357	1.1591	1.2573
0.0688	0.2150	0.6034	0.8638	0.9269	3.4648	2.6952	-2.0969	2.2292	0.1213
0.0479	0.3668	0.4814	0.3698	-0.0971	0.6766	-0.1014	5.4375	2.3538	0.3139
-0.3321	0.0055	2.2713	-1.2058	0.8431	0.4604	1.8284	0.0082	0.4209	3.2106
-1.2553	2.0961	0.8255	0.9972	0.2224	0.9316	-0.3675	0.0736	3.6885	0.0843
-0.2947	0.7251	0.2732	0.5593	-0.0874	0.4913	0.3265	0.9820	0.6006	0.5222
-0.6277	2.3562	0.0859	-2.1160	-1.0733	3.4960	-0.0874	-2.1712	3.4181	3.5438
0.4097	0.1672	0.2355	-0.6754	-0.1239	0.3875	0.3723	0.2178	1.6739	0.5703
-0.2248	2.6999	0.9376	-0.3252	1.0940	1.7008	-1.5571	-0.1526	1.3387	0.9013
-1.2885	2.5586	1.0117	-0.0791	0.3059	0.2227	-1.8641	0.3415	0.3530	1.5101
-0.0389	0.5738	0.1240	0.7173	1.8573	0.3849	-0.1402	0.8703	1.1001	1.2057
0.0025	0.5918	0.4356	0.8548	0.6354	0.5387	0.0516	3.5639	1.8705	0.5045
0.4625	0.2970	0.1260	1.6604	0.8306	0.5021	0.2439	2.8063	1.7109	0.1706
0.7040	0.1017	0.0655	0.0751	0.7956	0.1750	0.6101	0.1670	0.6818	0.0433
5.8562	0.0262	0.4088	-5.1185	1.1583	0.2360	6.6102	-0.1063	4.8898	0.9539
1.2748	0.4017	0.8273	1.5659	1.8771	0.5412	0.7504	0.9431	0.3729	0.4382
0.8438	0.9354	0.5763	0.8746	2.5815	1.3521	2.2375	1.7795	2.8840	0.5219
1.1995	1.4042	0.2326	-2.5477	-0.6904	0.2984	2.1727	0.0453	0.3659	2.1507
0.6135	0.6867	0.6373	0.1305	-0.0983	0.9247	0.1721	-0.3320	0.4143	0.7994
-0.3594	0.8950	0.2503	-2.4719	0.4273	1.5626	0.4150	-0.1603	0.6653	4.7164
0.5253	0.2516	0.6034	0.2364	0.7231	0.3188	0.6294	-0.0697	0.7767	0.7061
0.2866	0.0713	0.1486	0.2767	0.3918	0.7913	1.5968	0.5518	0.4400	0.8041
1.0173	1.1344	0.1961	-0.7709	1.0782	2.6612	0.8188	1.0252	1.3227	1.2852
3.1151	1.9370	0.8374	-1.8992	0.2528	0.2042	2.7869	0.0358	6.0209	1.0367
-0.7848	3.1088	0.1334	2.9702	0.8757	0.5695	-1.3092	2.7258	0.8459	2.3397
-1.5187	2.5954	0.5471	1.9230	0.6731	0.2904	-1.8024	0.9598	1.5525	0.7176
0.1809	3.1312	0.5551	-0.3635	0.2452	0.1366	-1.3045	0.2748	0.1236	0.6565
-0.4444	0.6581	2.2121	1.4497	-0.1904	0.6261	-0.3485	2.2767	0.8333	0.5887
2.2954	0.0466	0.7988	-0.6556	0.0356	0.1669	6.5397	0.1338	3.8754	0.7208
-0.5876	1.2547	0.2896	0.6262	-0.0195	1.0241	1.1830	1.0463	0.4053	0.2953
1.5067	0.7535	0.2034	-0.5897	-0.5511	0.9018	3.4230	-0.3714	1.8407	2.0052
-0.2672	2.6228	0.2242	1.0165	1.6433	0.6630	2.4903	0.9601	1.1076	1.0741
-0.0108	0.0609	1.2029	-0.6998	0.5535	0.8781	0.4398	-0.2856	0.6848	1.1478
0.4274	0.1164	0.9868	-2.2473	-0.8684	0.0123	0.6983	0.4158	0.5396	2.8181
0.0077	0.1577	0.1363	0.1814	1.0937	4.0252	0.1168	-2.4206	1.9995	0.0823
-1.2186	1.1342	1.9398	1.9811	1.5678	0.5696	-1.0707	1.0357	0.5729	0.1722
-0.1463	0.1401	0.2174	1.9055	4.4700	0.1988	0.8776	1.0459	0.3846	0.9123
-2.7886	6.5127	0.3300	2.1062	3.3788	1.7126	-5.7990	0.3637	0.9598	0.5216
-0.2727	0.7530	3.0478	1.6222	-0.0659	0.7745	-0.5432	5.9613	2.5184	0.2858
2.5866	0.2649	0.1454	-1.5919	0.9007	1.1732	1.9043	1.7067	0.6165	1.3260
3.6687	0.2909	0.6611	-2.7729	1.4579	0.2006	2.4991	-0.0189	1.7500	0.1319
-0.0769	0.4806	2.7917	-0.0816	1.6554	1.3327	1.4462	0.8571	0.7233	0.2720
0.1159	0.3229	0.8260	-0.1380	0.4999	0.8194	2.0964	0.0216	2.5861	0.1183
-0.8781	0.4453	2.5469	2.4909	0.3300	0.8950	3.6038	0.0141	1.0690	0.3342
-0.3958	0.1209	0.9662	-4.3255	-1.1352	0.1392	0.7252	0.0900	0.4994	7.2967
-2.0376	3.6159	1.0083	2.6443	0.6871	0.3742	-2.2599	1.0337	1.1514	1.2195
0.4043	1.9494	0.4419	0.4004	-0.0736	0.0101	-0.0835	0.1055	0.7074	1.5780
-0.9688	0.2600	2.4967	0.4513	0.8195	0.1112	-0.2685	0.3416	0.1201	0.6080
-0.1199	0.7453	1.0254	0.0676	0.3066	3.3477	0.1719	-1.8949	2.5579	0.3076
-0.0928	2.3577	1.9578	0.1392	1.7356	0.1855	-0.8863	0.4435	0.5734	1.4329
0.9204	0.5991	1.4064	1.7810	1.6820	2.1586	3.2662	-0.1227	1.5242	0.6679
0.7232	0.1065	0.0343	-2.0963	0.7989	0.0747	1.0508	1.2082	2.8598	3.4729
-0.1333	0.2356	0.2551	0.6782	0.3868	4.1817	-0.0614	-0.4126	1.8905	1.4591
0.0860	0.6642	0.1894	3.9195	0.4102	2.3656	-0.0261	-1.0700	2.7256	0.5579
-0.8634	0.3408	2.5190	0.6811	0.8431	0.4119	-0.1526	0.0518	0.4362	0.8522
-0.5866	2.1044	0.1688	0.8773	-0.3427	0.8973	-1.1618	-0.4417	0.6668	1.2432
2.6703	0.7718	0.9160	-2.3296	0.2663	0.5072	1.8683	0.8826	0.7301	0.1903
-0.3716	0.1162	3.3250	-0.4480	2.0113	0.1750	0.4164	0.6406	1.8945	1.0219
0.0474	0.0561	0.6147	0.0621	0.1739	0.4602	0.1111	2.3970	0.6952	0.5018
-0.2300	1.0679	0.2092	-2.3322	-1.2805	0.0863	-0.1141	1.3508	3.2321	3.9705
-1.1878	1.0669	1.7722	1.1857	0.0279	0.5428	0.6305	0.3927	1.3317	0.3167
0.4669	0.4126	0.1301	0.8893	3.4578	0.0336	1.2479	0.4802	1.7350	0.1883
-0.4055	1.1643	0.4071	1.1958	0.8176	0.9680	-0.0022	0.9357	0.8446	1.0126
0.5607	0.7640	0.6846	-0.2104	1.0581	0.3428	0.5113	0.6401	1.8117	0.1236
0.0084	0.1572	3.0579	-0.5654	0.0434	3.8805	0.1043	-0.2921	3.1785	1.1268
-0.8530	1.0659	1.5264	3.2292	0.7648	0.2958	0.3620	1.4481	1.7371	0.0418
1.0704	0.5861	0.5645	0.1312	0.4737	0.7659	1.1202	1.2772	0.4696	0.4204
-2.4873	1.6542	4.0102	2.3407	0.6646	1.5138	-2.4953	0.0683	1.9617	1.6073
0.5891	2.6582	0.4313	3.2521	0.9549	0.0866	-0.7644	0.2558	0.0882	0.7516
-1.8424	2.9484	2.0213	1.4465	0.1110	0.1507	-2.7288	1.7145	1.8573	0.4547
-1.4521	0.0737	3.9590	1.6562	1.9048	0.1744	-0.2162	1.1413	0.4310	1.5274
1.6560	0.3291	0.0533	0.0928	0.2112	1.0948	1.0501	-0.2539	1.5154	1.1527
-0.0490	1.1461	1.2380	1.1577	0.7477	0.2489	1.4822	0.0220	1.0736	0.0823
-0.0937	0.0876	0.6595	-2.8690	-1.2613	0.0217	3.6354	2.8120	0.4971	4.9371
-0.1630	0.4547	0.5533	0.0136	1.2307	0.7440	1.8485	-0.3262	0.6144	2.0322
-0.0922	0.3887	0.1306	-0.0675	0.1458	0.7103	-0.0072	-0.1789	1.0821	0.7177
-0.0879	0.6420	0.0285	0.6111	2.9882	0.0164	1.2814	3.8286	0.2104	1.7401
4.6452	0.0576	0.4138	-1.8687	0.3681	0.3906	3.5344	0.3533	1.1771	0.4231
1.8641	0.8673	0.0961	0.8431	0.7699	0.3088	1.1515	-0.1002	0.4766	1.2166
0.1628	0.7315	0.1055	0.5451	0.1739	1.8563	0.5003	-0.6030	1.4590	0.2023
-0.8900	2.0523	0.3135	-0.2245	0.0199	0.3873	-0.8522	1.5634	0.5113	2.1364
-0.1918	0.3479	1.0199	-0.0022	-0.1681	0.9162	-0.3103	-0.3837	1.8592	0.6099
0.3277	0.3203	1.8148	-0.3804	1.2162	0.2343	0.9645	1.1485	1.5476	0.2724
2.2812	1.5447	2.3825	0.3200	0.4554	0.4178	2.7058	3.0256	0.1825	0.1634
-0.9465	1.3471	0.6499	0.8134	0.4064	4.8460	1.7151	-2.3180	2.5176	1.3112
-0.0980	0.0670	0.2788	-0.0695	3.0599	0.3551	1.3516	0.7805	0.6133	0.4358
5.0250	0.0573	2.0281	-3.1646	2.5801	0.0758	5.4325	3.6590	0.3281	0.2964
-1.3154	2.6365	0.5218	2.5160	3.8379	1.5204	-2.4145	1.3794	1.1544	0.2979
-1.1074	2.1277	1.3638	1.9351	2.3831	1.4185	-1.4287	-0.7316	0.8572	0.5367
-0.1650	0.1375	0.4725	-0.0418	-0.3302	0.4987	1.6854	-0.1100	0.7920	1.0785
0.8333	0.0033	0.2484	-1.4210	-0.0857	0.9323	0.7660	1.4506	1.9461	1.5667
2.1095	0.8846	0.3318	-0.2680	0.0755	1.7331	1.8738	1.0341	0.9028	0.6777
-1.2859	2.0075	0.5652	1.2664	1.6827	0.6514	-1.7479	-0.2869	0.2698	0.0074
0.6797	0.1437	0.0790	0.1638	0.5923	0.2292	1.6679	0.6088	0.3271	0.0149
0.0449	0.6254	1.2428	-0.3130	0.6647	0.8364	1.1114	0.2201	0.6441	2.1503
1.3314	0.6474	0.4553	-1.2472	0.0216	0.5858	1.3235	-0.2568	1.3326	0.8246
0.2337	0.9145	0.3412	-0.6723	2.2173	0.1514	1.4807	2.5917	0.2658	0.9428
2.7582	0.8263	1.2868	-3.9870	-0.9470	1.4428	2.2381	0.3953	0.6323	3.5665
0.5268	0.0409	0.0047	-0.8286	-0.2525	1.8838	1.4352	-1.1669	1.1964	1.1504
0.0851	1.5823	0.8693	0.1475	3.7446	0.0014	-0.3856	0.2290	2.9646	1.0859
-0.8077	0.6952	1.4297	0.9288	0.2745	0.2624	-0.9373	0.1012	1.7965	0.4748
-0.4957	1.0765	1.1156	0.1738	0.0276	0.1869	1.4592	1.5658	1.3812	0.4265
-0.6279	0.6865	0.6558	-1.5875	3.2954	0.1904	1.9247	0.3873	0.1368	3.0516
0.1548	0.0972	0.7305	0.4719	1.2342	0.3109	0.3689	1.4174	1.0901	0.1156
0.1593	0.1432	0.1188	0.4609	1.3494	1.0104	0.4451	0.6584	1.4350	0.7142
-2.0132	1.4016	3.7820	1.7068	0.5180	0.6136	-1.9108	0.8766	0.6638	1.2493
-0.1637	0.9178	0.4275	1.6351	0.0911	0.0456	-0.1354	0.9224	0.1979	0.0563
-0.8996	1.5405	1.2082	1.6709	1.3394	0.0698	-0.7662	0.2724	2.1074	0.1900
2.7369	0.0905	0.7260	-1.6091	0.4228	0.9109	2.1350	0.0230	0.3844	0.1478
-0.4869	0.8185	0.7936	1.8416	1.4961	0.2502	-0.6786	0.6109	1.1907	0.0117
1.0953	0.3945	0.1043	-1.2046	-0.1860	0.0814	1.3221	0.3516	0.2344	0.8105
-0.2360	0.0498	2.7982	0.3007	1.6509	0.1743	0.4284	1.3196	1.1210	0.2273
-0.6393	1.3553	0.1296	2.1887	1.2159	0.0206	-0.5760	1.1481	0.3476	2.3747
1.3943	0.2618	0.7201	-0.5581	0.3820	1.3019	1.9307	1.9295	1.5447	0.0289
-0.7455	2.1914	0.2819	0.6423	0.1253	0.1462	-0.8949	3.6299	1.1998	3.5203
-1.0170	1.0242	2.6437	2.2865	-0.2896	0.5074	-1.2679	0.9599	0.4271	1.3110
-0.6564	0.9154	0.8466	1.8598	2.0361	1.3329	-0.9805	0.0037	0.5528	0.7489
-0.6290	1.5592	0.0353	1.8002	-0.1439	3.0345	-1.3211	-1.3926	2.1387	1.1887
0.8175	0.4296	0.1279	-1.4614	-0.2078	2.1639	3.7238	-1.0641	1.7626	2.1826
0.4071	1.2450	0.0358	-0.2934	0.1789	0.8692	2.2941	-0.2175	0.3281	0.9074
-1.3056	4.3205	0.7904	-0.1948	-0.6095	2.5001	-1.9692	-0.8652	3.3519	3.8618
-1.2297	1.3308	1.6577	2.1713	-0.1139	0.4643	-0.8924	0.8719	0.5319	0.3621
0.3201	0.3486	1.2754	0.1828	1.4172	3.9405	5.7908	-2.0388	4.6951	0.2504
2.0128	0.2225	0.0439	-1.9617	0.6555	0.4337	1.3391	0.3011	0.7405	1.0631
0.7760	0.0018	1.5671	-0.8201	0.6268	2.4078	1.1681	-0.3537	4.1638	0.7736
-0.0733	0.5251	0.2513	1.1922	-0.0910	0.0712	-0.2075	0.7430	0.2036	1.4696
0.0306	0.1733	0.7737	-0.2041	0.6721	0.0055	1.5154	0.3454	0.1618	1.1464
0.1925	0.4546	0.1073	-0.5662	0.5375	6.3343	0.9319	-2.0695	2.4858	0.9762
0.6665	1.1026	0.8415	-0.6097	2.9959	1.2762	1.0906	0.4936	0.6393	0.1429
